artiste,titre,weight
Miami Horror,Sometimes,2364463
Miami Horror,I Look to You,923447
Miami Horror,Moon Theory,751202
Miami Horror,Leila - Poolside Remix,446729
Miami Horror,Summersun,505706
Miami Horror,Infinite Canyons,344942
Miami Horror,Holidays,661437
Miami Horror,Don't Be On With Her,299943
Miami Horror,Real Slow,354530
Miami Horror,Grand Illusion,299796
Kraak & Smaak,Stumble,337781
Kraak & Smaak,Squeeze Me,304296
Kraak & Smaak,Danse Macabre,134886
Kraak & Smaak,Keep on Searching,85992
Kraak & Smaak,Don't Want This to Be Over,112044
Kraak & Smaak,Hands of Time,96585
Kraak & Smaak,5 to 4,55649
Kraak & Smaak,In Plain Sight,81717
Kraak & Smaak,Bobby & Whitney,66409
Kraak & Smaak,Mambo Solitario,49965
Electric Guest,This Head I Hold,2836952
Electric Guest,American Daydream,994660
Electric Guest,Oh Devil,830321
Electric Guest,Awake,707243
Electric Guest,Troubleman,695723
Electric Guest,Dear To Me,659285
Electric Guest,Waves,510004
Electric Guest,Under the Gun,380119
Electric Guest,Dollar,433185
Electric Guest,The Bait,285394
David Gilmour,On an Island,1232099
David Gilmour,Smile,853670
David Gilmour,The Blue,725907
David Gilmour,Red Sky at Night,647278
David Gilmour,Castellorizon,627562
David Gilmour,This Heaven,582119
David Gilmour,Then I Close My Eyes,540374
David Gilmour,Take a Breath,567955
David Gilmour,Where We Start,512681
David Gilmour,A Pocketful of Stones,471174
Roger Waters,The Bravery of Being Out of Range,411156
Roger Waters,The Ballad of Bill Hubbard,331646
Roger Waters,Amused to Death,402778
Roger Waters,It's a Miracle,327941
Roger Waters,Three Wishes,262364
Roger Waters,Watching TV,235231
Roger Waters,Too Much Rope,244618
Roger Waters,Déjà Vu,303817
Roger Waters,Radio Waves,168721
Roger Waters,Who Needs Information,170452
Syd Barrett,Terrapin,981785
Syd Barrett,Octopus,1046341
Syd Barrett,Here I Go,741790
Syd Barrett,Golden Hair,659481
Syd Barrett,Love You,664522
Syd Barrett,No Good Trying,589943
Syd Barrett,Dark Globe,588934
Syd Barrett,Baby Lemonade,582952
Syd Barrett,Long Gone,460000
Syd Barrett,Late Night,425371
King Crimson,I Talk to the Wind,4283431
King Crimson,"21st Century Schizoid Man - Including ""Mirrors""",2620121
King Crimson,21st Century Schizoid Man,1719500
King Crimson,"Epitaph - Including ""March For No Reason"" And ""Tomorrow And Tomorrow""",2000297
King Crimson,Starless,2345075
King Crimson,"The Court of the Crimson King - Including ""The Return of the Fire Witch"" and ""The Dance of the Puppets""",1622566
King Crimson,Epitaph,1695123
King Crimson,Red,1351861
King Crimson,The Court of the Crimson King,1214324
King Crimson,Fallen Angel,1402288
Led Zeppelin,Stairway to Heaven,14110260
Led Zeppelin,Immigrant Song,8847128
Led Zeppelin,Whole Lotta Love,7715468
Led Zeppelin,Black Dog,7256566
Led Zeppelin,Stairway to Heaven - Remaster,9037747
Led Zeppelin,Immigrant Song - Remaster,7977283
Led Zeppelin,Kashmir,5808577
Led Zeppelin,Rock and Roll,5905175
Led Zeppelin,Dazed and Confused,5977938
Led Zeppelin,Good Times Bad Times,5302003
The Doors,People Are Strange,13578311
The Doors,Light My Fire,10730004
The Doors,Riders on the Storm,10578686
The Doors,Break on Through (to the Other Side),9525216
The Doors,Roadhouse Blues,6708027
The Doors,Love Her Madly,6188301
The Doors,Love Me Two Times,6219287
The Doors,Touch Me,6291563
The Doors,The End,6266620
The Doors,Soul Kitchen,6104052
"Emerson, Lake & Palmer",From the Beginning,1038333
"Emerson, Lake & Palmer",Lucky Man,772579
"Emerson, Lake & Palmer",Jerusalem,364012
"Emerson, Lake & Palmer",Hoedown,324312
"Emerson, Lake & Palmer",Trilogy,290587
"Emerson, Lake & Palmer",Tarkus,270122
"Emerson, Lake & Palmer",The Barbarian,214740
"Emerson, Lake & Palmer",Knife Edge,207208
"Emerson, Lake & Palmer",Fugue,194115
"Emerson, Lake & Palmer",The Sheriff,201418
Genesis,I Can't Dance,1649333
Genesis,Land of Confusion,1782354
Genesis,Invisible Touch,1524711
Genesis,That's All - 2007 Remaster,1569430
Genesis,That's All,1351493
Genesis,Jesus He Knows Me,1251441
Genesis,Mama,1053306
Genesis,Invisible Touch - 2007 Remaster,947099
Genesis,No Son of Mine,857803
Genesis,Turn It On Again,814372
Dire Straits,Sultans of Swing,20458269
Dire Straits,Money for Nothing,8325909
Dire Straits,Walk of Life,7269125
Dire Straits,Romeo and Juliet,5734255
Dire Straits,Brothers in Arms,5865503
Dire Straits,Lady Writer,3871094
Dire Straits,So Far Away,2670326
Dire Straits,Down to the Waterline,3141124
Dire Straits,Six Blade Knife,2658579
Dire Straits,Your Latest Trick,2069383
The Alan Parsons Project,Eye in the Sky,4356910
The Alan Parsons Project,Sirius,1736770
The Alan Parsons Project,I Wouldn't Want to Be Like You,1516767
The Alan Parsons Project,Old And Wise,967261
The Alan Parsons Project,Games People Play,869667
The Alan Parsons Project,Don't Answer Me,727319
The Alan Parsons Project,Time,614582
The Alan Parsons Project,I Robot,471028
The Alan Parsons Project,Mammagamma,444787
The Alan Parsons Project,Some Other Time,570817
Cheb Mami,Parisien Du Nord,50199
Cheb Mami,Haoulou,37750
Cheb Mami,Bledi,33339
Cheb Mami,Meli Meli,22237
Cheb Mami,Viens Habibi,20565
Cheb Mami,Azwaw 2,23709
Cheb Mami,Ma vie 2 fois,23515
Cheb Mami,Tzazae,17144
Cheb Mami,Le Rai C'est Chic,15364
Cheb Mami,Ana Oualache,14134
Cheb Hasni,Sbaart ou Tal Adabi,47564
Cheb Hasni,Baida Mon Amour,19422
Cheb Hasni,Mazal Souvenir Andi,18525
Cheb Hasni,Matabkiche gouli hada me,16218
Cheb Hasni,Tal ghiyabek ya ghozali,12457
Cheb Hasni,Rani Mara Hna,4471
Cheb Hasni,Choufou Achkha Madar Fia,4079
Cheb Hasni,Rai Love Algerien,3757
Cheb Hasni,Ghir Naachak,3509
Cheb Hasni,Dikrayat,3469
Raïna Raï,Zina,99470
Raïna Raï,Dikra,9038
Raïna Raï,Hagda,7101
Raïna Raï,Raina hak,3716
Raïna Raï,Ya zina,12572
Raïna Raï,Taila,7609
Raïna Raï,ya ally,2993
Raïna Raï,ouin weddek,2798
Raïna Raï,Hada Chehal,2692
Raïna Raï,Dikra - Raina Rai (Algeria),2206
Rachid Taha,Ya Rayah,325491
Rachid Taha,Barra Barra,240111
Rachid Taha,Rock El Casbah,162398
Rachid Taha,"Abdel Kader - Live à Bercy, Paris / 1998",75621
Rachid Taha,Ida,27870
Rachid Taha,Habina,24028
Rachid Taha,Écoute-moi camarade,32664
Rachid Taha,Foqt Foqt,20689
Rachid Taha,Valencia,22166
Rachid Taha,En Retard,19366
Faudel,Mon Pays,49736
Faudel,Tellement N'Brick,31412
Faudel,Si Tu Le Veux,15415
Faudel,Tellement Je T'Aime,19379
Faudel,Je Veux Vivre,16681
Faudel,La Main Dans La Main,5863
Faudel,Eray,7111
Faudel,Woulli,5390
Faudel,Dis-Moi,6172
Faudel,La Valse,5333
Cheikha Rimitti,Nouar,38850
Cheikha Rimitti,Rimitti Ridim,6363
Cheikha Rimitti,N'ta goudami,6226
Cheikha Rimitti,Daouni,4401
Cheikha Rimitti,Nakhla,3646
Cheikha Rimitti,Hak hak,1887
Cheikha Rimitti,Sidi Mansour,1515
Cheikha Rimitti,Mani man,1471
Cheikha Rimitti,Rah Jey,1189
Cheikha Rimitti,Guendouzi Mama,1386
Babylone,Zina,149789
Babylone,Kahlete Laayoune,16154
Babylone,Bekitini,13811
Babylone,Awam w snine,13901
Babylone,Djewal,11751
Babylone,Mnam,7172
Babylone,Hayem,3973
Babylone,Mchiti,4333
Babylone,Zhar,2905
Babylone,L'hmam,3262
Soolking,Casanova,962271
Soolking,Suavemente,479723
Soolking,Balader,310120
Soolking,Meleğim,273738
Soolking,Zemër,240691
Soolking,Guerilla,170938
Soolking,CARRÉ OK,131873
Soolking,Tour du monde,106842
Soolking,Hayati,96211
Soolking,Dalida,82045
Fairuz,konna netlaka,504439
Fairuz,Kifak Inta,422628
Fairuz,Wahdon,469341
Fairuz,Saalouny El Nas,330522
Fairuz,Nassam Alayna El Hawa,232504
Fairuz,Le Beirut,163246
Fairuz,Ya Ana Ya Ana - Live,133485
Fairuz,Ana Le Habiby,162156
Fairuz,Bektoub Ismak Ya Habibi,121769
Fairuz,Kan Endena Tahoun Sahar El Laialy,170166
Souad Massi,Ghir Enta,171853
Souad Massi,Raoui,131560
Souad Massi,Le Bien Et Le Mal,59627
Souad Massi,Ya Kelbi,37289
Souad Massi,Yawlidi,32481
Souad Massi,Bladi,28290
Souad Massi,Ilham,27180
Souad Massi,Hayati,24152
Souad Massi,Deb,25424
Souad Massi,Ech Edani,28188
Kali Uchis,"After the Storm (feat. Tyler, the Creator & Bootsy Collins)",25647818
Kali Uchis,telepatía,24290814
Kali Uchis,Moonlight,20902159
Kali Uchis,Dead to Me,17440992
Kali Uchis,Melting,13676739
Kali Uchis,Your Teeth in My Neck,8669557
Kali Uchis,I Wish You Roses,9601013
Kali Uchis,Just a Stranger (feat. Steve Lacy),7985473
Kali Uchis,Igual Que Un Ángel (with Peso Pluma),7031444
Kali Uchis,Fantasy (feat. Don Toliver),4537305
Victoria Monét,We Might Even Be Falling in Love (Interlude),5850789
Victoria Monét,On My Mama,4183304
Victoria Monét,We Might Even Be Falling In Love (Duet) - Spotify Singles,1282612
Victoria Monét,Moment,2044185
Victoria Monét,Alright,2797438
Victoria Monét,Experience,2047629
Victoria Monét,Big Boss (Interlude),1104033
Victoria Monét,Smoke (feat. Lucky Daye),1604623
Victoria Monét,Coastin’,1136843
Victoria Monét,Ass Like That,1281912
Jhené Aiko,Sativa,9087673
Jhené Aiko,Stay Ready (What a Life),5324736
Jhené Aiko,While We're Young,3634781
Jhené Aiko,The Worst,3636850
Jhené Aiko,B.S. (feat. H.E.R.),2681173
Jhené Aiko,Bed Peace,2937508
Jhené Aiko,Stranger,4443634
Jhené Aiko,P*$$Y Fairy (OTW),2704730
Jhené Aiko,Blue Dream,1966638
Jhené Aiko,My Mine,2033895
Mariah the Scientist,Spread Thin,3372319
Mariah the Scientist,Burning Blue,1955642
Mariah the Scientist,Is It a Crime,1182386
Mariah the Scientist,2 You,1645558
Mariah the Scientist,All for Me,1302371
Mariah the Scientist,Always n Forever (feat. Lil Baby),983059
Mariah the Scientist,From A Woman,610791
Mariah the Scientist,Beetlejuice,750710
Mariah the Scientist,Note to You,389510
Mariah the Scientist,Aura,597182
Doechii,DENIAL IS A RIVER,16286298
Doechii,NISSAN ALTIMA,13073092
Doechii,Anxiety,4512027
Doechii,CATFISH,5797622
Doechii,Alter Ego (with JT),8060310
Doechii,What It Is (Solo Version),3934245
Doechii,BOILED PEANUTS,3282960
Doechii,BULLFROG,2251482
Doechii,WAIT,2125500
Doechii,STANKA POOH,1670991
Kehlani,Gangsta,4566394
Kehlani,Nights Like This (feat. Ty Dolla $ign),5680153
Kehlani,Folded,6140512
Kehlani,Honey,2827071
Kehlani,After Hours,3130467
Kehlani,Toxic,2917356
Kehlani,Distraction,2199467
Kehlani,Can I,2253393
Kehlani,up at night (feat. Justin Bieber),1253720
Kehlani,Water,1674584
Beyoncé,Halo,14902948
Beyoncé,Crazy in Love (feat. JAY-Z),14234957
Beyoncé,Single Ladies (Put a Ring on It),10774170
Beyoncé,Irreplaceable,11108601
Beyoncé,If I Were a Boy,7750980
Beyoncé,Sweet Dreams,9990901
Beyoncé,Love on Top,10099562
Beyoncé,Diva,9013949
Beyoncé,CUFF IT,16914600
Beyoncé,Naughty Girl,6108452
Mac Miller,The Spins,23027193
Mac Miller,Self Care,16289786
Mac Miller,Small Worlds,12894601
Mac Miller,Come Back to Earth,13984615
Mac Miller,Congratulations (feat. Bilal),12413019
Mac Miller,Knock Knock,6281195
Mac Miller,Blue World,10427874
Mac Miller,Weekend (feat. Miguel),9022306
Mac Miller,Good News,11641570
Mac Miller,My Favorite Part,7297502
Kid Cudi,Pursuit of Happiness (Nightmare),14516911
Kid Cudi,Day 'n' Nite (Nightmare),13124296
Kid Cudi,Mr. Rager,16247290
Kid Cudi,Soundtrack 2 My Life,10039241
Kid Cudi,Cudi Zone,5443789
Kid Cudi,Sky Might Fall,3989783
Kid Cudi,Simple As...,3236491
Kid Cudi,Up Up & Away,4761286
Kid Cudi,Erase Me - Main,6390969
Kid Cudi,Heart of a Lion (Kid Cudi Theme Music),3165144
BROCKHAMPTON,SUGAR,11968090
BROCKHAMPTON,BLEACH,9074359
BROCKHAMPTON,BOOGIE,6228750
BROCKHAMPTON,FACE,5225525
BROCKHAMPTON,SUMMER,6173662
BROCKHAMPTON,BOY BYE,5620356
BROCKHAMPTON,GOLD,4566778
BROCKHAMPTON,SWEET,4390153
BROCKHAMPTON,NO HALO,4247863
BROCKHAMPTON,1999 WILDFIRE,3681776
Aminé,REEL IT IN,7957266
Aminé,Caroline,5288159
Aminé,Spice Girl,2389843
Aminé,Charmander,3171809
Aminé,Invincible,1576676
Aminé,Compensating (feat. Young Thug),2313312
Aminé,Heebiejeebies - Bonus,1609559
Aminé,SHINE,1517344
Aminé,Woodlawn,1914163
Aminé,BLACKJACK,1286151
LOVING,Visions,1952010
LOVING,Only She Knows,1354545
LOVING,Forgot again,1071289
LOVING,January,1228706
LOVING,Bowlly goes dancing drunk into the future,1218035
LOVING,Stranger to Yourself,852961
LOVING,"A long slow little wave / citizen, an activity",665315
LOVING,Nihilist Kite Flyer,548787
LOVING,If I Am Only My Thoughts,588952
LOVING,The not real lake,557701
TV Girl,Lovers Rock,51555145
TV Girl,Not Allowed,39004953
TV Girl,Cigarettes out the Window,32150755
TV Girl,Blue Hair,22486831
TV Girl,The Blonde,17317975
TV Girl,Loving Machine,13184030
TV Girl,It Almost Worked,14721220
TV Girl,Taking What's Not Yours,14269538
TV Girl,Birds Dont Sing,10278258
TV Girl,Louise,9419621
Good Morning,Warned You,3973241
Good Morning,$10,1779926
Good Morning,Don't Come Home Today,1074416
Good Morning,Out To Pasture,496402
Good Morning,You,808161
Good Morning,Oppsie,465844
Good Morning,"Boy, I'm Just a Loser for Your Love",629109
Good Morning,Cosmic Sass,322437
Good Morning,Excalibur,296643
Good Morning,Radiovoice,316159
HOMESHAKE,Every Single Thing,1411727
HOMESHAKE,Call Me Up,863224
HOMESHAKE,Give It to Me,841266
HOMESHAKE,Love Is Only A Feeling,820779
HOMESHAKE,Hello Welcome,410347
HOMESHAKE,Khmlwugh,658163
HOMESHAKE,Midnight Snack,474000
HOMESHAKE,Making A Fool Of You,510051
HOMESHAKE,She Can’t Leave Me Here Alone Tonight,365926
HOMESHAKE,Just Like My,351663
King Krule,Out Getting Ribs,5583253
King Krule,Baby Blue,4178260
King Krule,Easy Easy,3690157
King Krule,Border Line,3280453
King Krule,Dum Surfer,2622725
King Krule,Slush Puppy,2657815
King Krule,Seaforth,2770827
King Krule,Biscuit Town,1815535
King Krule,A Lizard State,1613654
King Krule,Seagirl,2098098
Starfucker,Rawnald Gregory Erickson the Second,887835
Starfucker,Girls Just Want To Have Fun,407100
Starfucker,Bury Us Alive,495092
Starfucker,German Love,434386
Starfucker,Florida,375793
Starfucker,Julius,420586
Starfucker,Pop Song,317443
Starfucker,Isabella of Castile,308665
Starfucker,Myke Ptyson,265570
Starfucker,Holly,264331
The Flaming Lips,Do You Realize??,5930755
The Flaming Lips,Fight Test,3444752
The Flaming Lips,She Don't Use Jelly,2065556
The Flaming Lips,In the Morning of the Magicians,1806054
The Flaming Lips,Ego Tripping at the Gates of Hell,1776388
The Flaming Lips,All We Have Is Now,1476541
The Flaming Lips,It's Summertime,1440491
The Flaming Lips,"Yoshimi Battles The Pink Robots, Pt. 1",2224065
The Flaming Lips,Race for the Prize,1364574
The Flaming Lips,Are You a Hypnotist??,1273202
Animal Collective,My Girls,8644345
Animal Collective,Summertime Clothes,5180200
Animal Collective,In the Flowers,3945811
Animal Collective,Bluish,3760454
Animal Collective,Also Frightened,3093446
Animal Collective,Fireworks,3707173
Animal Collective,Daily Routine,2980170
Animal Collective,Grass,3194027
Animal Collective,Taste,2513014
Animal Collective,Leaf House,2647176
Foxygen,Shuggie,2671319
Foxygen,San Francisco,1943333
Foxygen,No Destruction,811661
Foxygen,On Blue Mountain,712920
Foxygen,In The Darkness,608637
Foxygen,How Can You Really,503829
Foxygen,Oh Yeah,432771
Foxygen,Follow The Leader,369157
Foxygen,Bowling Trophies,367649
Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,321568
Phoenix,1901,16718215
Phoenix,Lisztomania,14775050
Phoenix,If I Ever Feel Better,6749717
Phoenix,Lasso,6173740
Phoenix,Fences,5105025
Phoenix,Girlfriend,4115387
Phoenix,Armistice,4136695
Phoenix,Too Young,3490538
Phoenix,Rome,4097432
Phoenix,Everything Is Everything,2436345
MARQ,Farewell,970923
MARQ,On & Off,490260
MARQ,My Lady,362137
MARQ,Indecisive,359785
MARQ,Yesterday,212309
MARQ,Girl,212709
MARQ,Chicago Demo,147173
MARQ,For Youuu,146227
MARQ,My Room,148652
MARQ,Oh Yeah,114685
Zach Templar,missin something,3224886
Zach Templar,violet,432487
Zach Templar,give me your heart,247893
Zach Templar,crimson,169654
Zach Templar,trouble,136115
Zach Templar,april,143877
Zach Templar,desire,108653
Zach Templar,turn u back,100736
Zach Templar,talk to me,54387
Zach Templar,make your mind,36802
Ralph Castelli,Morning Sex,6276762
Ralph Castelli,Rare,717933
Ralph Castelli,Bends,411320
Ralph Castelli,Mystery,409651
Ralph Castelli,Moonlight,165087
Ralph Castelli,Lonely,217048
Ralph Castelli,Good Morning,166558
Ralph Castelli,Pretend,93864
Ralph Castelli,Running,78144
Ralph Castelli,Haunted,55589
crisaunt,Dream Girl,4741745
crisaunt,Supplier!,428719
crisaunt,Dream Girl - Slowed + Reverb,250818
crisaunt,Emotionless,270208
crisaunt,Skater Shawty,148411
crisaunt,Take a Walk,134951
crisaunt,Pastel Pink,100756
crisaunt,Eye Contact,92570
crisaunt,Chemistry,64070
crisaunt,Baby,25126
Feng Suave,Sink into the Floor,1298113
Feng Suave,Venus Flytrap,697850
Feng Suave,"Honey, There's No Time",567506
Feng Suave,Maybe Another Time,331853
Feng Suave,"Toking, Dozing",255993
Feng Suave,I'm Warping Here,257404
Feng Suave,Noche Oscura,256218
Feng Suave,Tomb for Rockets,177153
Feng Suave,By the Poolside,148613
Feng Suave,Half-Moon Bag,129582
Kid Bloom,"I Kissed A Girl, And She Kissed Me",1600412
Kid Bloom,Electric U,1226882
Kid Bloom,Different State Of Mind,1300500
Kid Bloom,Lately It Feels Alright,417104
Kid Bloom,Hazy Miss Daisy,292927
Kid Bloom,Window,154957
Kid Bloom,CIRCLES,213867
Kid Bloom,"Hold In, Hold On",206879
Kid Bloom,LEMONHEAD,213328
Kid Bloom,Blood Sugar,223171
Wabie,Hey Lover!,4554660
Wabie,Darcy,199684
Wabie,Cyclones,62589
Wabie,That's What Everybody Said,64183
Wabie,Love Me Tomorrow,50143
Wabie,Oregon,63490
Wabie,Holly Holly,31800
Wabie,Crowd Surf,23147
Wabie,85 Down PCH,16600
Wabie,Something Cool,10365
Troy Javelona,Go Away,720909
Troy Javelona,Call Me,365135
Troy Javelona,Revolves Around You,285085
Troy Javelona,Fantasy,252682
Troy Javelona,Already Know,151774
Troy Javelona,Hurt,109060
Troy Javelona,Dance,93690
Troy Javelona,Let You Go,66131
Troy Javelona,Take Me Down,57229
Troy Javelona,Baby Come Back,45562
grentperez,Cherry Wine,6425465
grentperez,(Only) About Love - Demo,2545330
grentperez,Clementine,2258695
grentperez,Absence Of You,1482304
grentperez,My Heart It Beats for You,1615970
grentperez,Old With You,1111057
grentperez,Room For You,926747
grentperez,Silver Lining,1026003
grentperez,Wishful Thinking,819430
grentperez,Why I Love You,683235
Dominic Fike,Babydoll,27418880
Dominic Fike,3 Nights,12774865
Dominic Fike,misses,7260968
Dominic Fike,Mama's Boy,7893746
Dominic Fike,Phone Numbers,5837970
Dominic Fike,Why,6943059
Dominic Fike,Superstar Sh*t,4638448
Dominic Fike,White Keys,4092636
Dominic Fike,How Much Is Weed?,5724902
Dominic Fike,She Wants My Money,3961258
Meldrop,Goodman,414247
Meldrop,Nude Walter Beach,119351
Meldrop,Tuncap,95690
Meldrop,switch it up,84904
Meldrop,Bird,66603
Meldrop,Where You Go,45022
Meldrop,Reggie '93,37149
Meldrop,Coyote Country,36148
Meldrop,Faded,32803
Meldrop,Smoove Lettuce,27957
Javi Vera,GOODLUCK,167948
Javi Vera,SOFALOVE,100991
Javi Vera,STILL TALKIN,70765
Javi Vera,GETAWAY,60986
Javi Vera,9BALL,52153
Javi Vera,HONEYBUTTER,49413
Javi Vera,SHUSH,31339
Javi Vera,JUSTAPIECE,41159
Javi Vera,SHE SAID NO,32725
Javi Vera,DOORJAM,18280
natalie jinju,all the time,565338
natalie jinju,songs that remind me of you,284318
natalie jinju,crush!,247775
natalie jinju,honeybee,214279
natalie jinju,listening,155915
natalie jinju,wish on you,160471
natalie jinju,reminisce,199045
natalie jinju,waiting for you,159557
natalie jinju,table of one,178495
natalie jinju,buttons,111783
F3miii,NOBLE,2725180
F3miii,FROM YOUR EYES,147570
F3miii,LOSTWITHOUTMARIA,97274
F3miii,SPLINTER,40947
F3miii,NOBLE - Slowed Down,30088
F3miii,READY TO GO,30633
F3miii,TRUTH,15840
F3miii,HIDING,11188
F3miii,SO GOOD,6572
F3miii,BBY CRUMBS,6456
LAUNDRY DAY,Jane,490958
LAUNDRY DAY,FRIENDS,544066
LAUNDRY DAY,Lavender,312938
LAUNDRY DAY,Harvard,222953
LAUNDRY DAY,Damn Shame,179740
LAUNDRY DAY,BULLDOG,155947
LAUNDRY DAY,Evening News,157825
LAUNDRY DAY,SUPERMODEL,189258
LAUNDRY DAY,Why is everyone a DJ?,139022
LAUNDRY DAY,Crazy Stupid Love,149924
Willis,I Think I Like When It Rains,4236233
Willis,In Between,344465
Willis,Fight the Vegans,345445
Willis,Ballad of the Basement,163480
Willis,CJ's Van,101071
Willis,27 Reasons,103509
Willis,Be Like That,87440
Willis,Overthinker,74463
Willis,Slow Party,72383
Willis,Pool House,58714
Andrew Garden,hesitation,1190640
Andrew Garden,sore loser,196216
Andrew Garden,bird brain,112373
Andrew Garden,one more dance,111857
Andrew Garden,is it so wrong?,56177
Andrew Garden,howling @ the moon,76009
Andrew Garden,40 Days,64735
Andrew Garden,what are you waiting for?,44070
Andrew Garden,this is goodbye,39851
Andrew Garden,It Hurts to Change,56612
rei brown,Thinking Bout You,786556
rei brown,Picture Frames,539827
rei brown,Street Fighter,343455
rei brown,Forever,454494
rei brown,I Can't See You in the Dark,283970
rei brown,Honest,200000
rei brown,Bubble,129535
rei brown,Wouldn't It Be Great,122101
rei brown,give me nurture,118167
rei brown,Landing On Mars,110326
David Kushner,Daylight,10185160
David Kushner,Mr. Forgettable,3389263
David Kushner,Miserable Man,1960454
David Kushner,Burn,1538647
David Kushner,Skin and Bones,1327203
David Kushner,Dead Man,617895
David Kushner,Cigarettes,447786
David Kushner,Darkerside,351318
David Kushner,Hero,364131
David Kushner,Look Back & Laugh,340395
SYML,Where's My Love,6285999
SYML,Where's My Love - Acoustic,3574184
SYML,I Wanted to Leave,2573677
SYML,Fear of the Water,1163443
SYML,Where’s my love - alternate version,993000
SYML,Mr. Sandman,992535
SYML,Where's My Love - Piano Solo,601299
SYML,Girl - Acoustic,436721
SYML,You and I,304464
SYML,Meant to Stay Hid,342119
The Neighbourhood,Sweater Weather,51277060
The Neighbourhood,Daddy Issues,31571594
The Neighbourhood,Softcore,27417936
The Neighbourhood,You Get Me So High,24038728
The Neighbourhood,Afraid,13333214
The Neighbourhood,Reflections,20296283
The Neighbourhood,Pretty Boy,14191036
The Neighbourhood,The Beach,11475608
The Neighbourhood,Cry Baby,12869892
The Neighbourhood,Stargazing,9571195
Michael Seyer,Lucky Love,1077201
Michael Seyer,I Feel Best When I'm Alone,437478
Michael Seyer,Pretty Girls,449625
Michael Seyer,I Can't Dance,158519
Michael Seyer,Ring Around the Rosie,136437
Michael Seyer,Della Reese At The Movies,163502
Michael Seyer,Miss My Baby,96741
Michael Seyer,Heaven Only Knows,157107
Michael Seyer,Weekend at Santa Cruz,86757
Michael Seyer,Bad Bonez,79306
Alvvays,"Archie, Marry Me",8109597
Alvvays,Dreams Tonite,6366083
Alvvays,Adult Diversion,4173011
Alvvays,In Undertow,3163035
Alvvays,Tile By Tile,2767505
Alvvays,Not My Baby,2714188
Alvvays,Ones Who Love You,2107201
Alvvays,Party Police,2291407
Alvvays,Atop a Cake,2199829
Alvvays,Next of Kin,1999930
Slowdive,When the Sun Hits,27578981
Slowdive,Alison,15039180
Slowdive,Dagger,11076048
Slowdive,40 Days,9219973
Slowdive,Machine Gun,6372919
Slowdive,Here She Comes,5296194
Slowdive,Souvlaki Space Station,5808140
Slowdive,Sugar for the Pill,5369549
Slowdive,Altogether,4025274
Slowdive,Sing,3461494
Wild Nothing,Chinatown,1941131
Wild Nothing,Shadow,1668349
Wild Nothing,Summer Holiday,1255415
Wild Nothing,Live In Dreams,1246285
Wild Nothing,Only Heather,1062533
Wild Nothing,Nocturne,1156818
Wild Nothing,Paradise,979315
Wild Nothing,Midnight Song,738847
Wild Nothing,Drifter,725750
Wild Nothing,Pessimist,634729
Cemeteries,Sodus,1185041
Cemeteries,What Did You See?,816442
Cemeteries,Can You Hear Them Sing?,420520
Cemeteries,Luna (Moon of Claiming),317505
Cemeteries,Summer Smoke,227778
Cemeteries,I Will Run From You,203351
Cemeteries,What Did You See,219669
Cemeteries,Leland,72581
Cemeteries,Young Blood,84666
Cemeteries,Empty Camps,105150
Cocteau Twins,Cherry-Coloured Funk,18003330
Cocteau Twins,Heaven or Las Vegas,13927600
Cocteau Twins,"Sea, Swallow Me",11196373
Cocteau Twins,Pitch the Baby,7457800
Cocteau Twins,Frou-Frou Foxes in Midsummer Fires,6337375
Cocteau Twins,Lorelei,4957568
Cocteau Twins,Serpentskirt,5368009
Cocteau Twins,Iceblink Luck,4787782
Cocteau Twins,Fifty-Fifty Clown,4386784
Cocteau Twins,Wolf in the Breast,3507969
Henry Krieger,Patience (Composer Demo),4735
Henry Krieger,And I Am Telling You I'm Not Going,4238
Henry Krieger,Side Show: I Will Never Leave You - Voice,3938
Henry Krieger,Side Show: Who Will Love Me As I Am? - Voice,2854
Henry Krieger,And I Am Telling You I Am Not Going,990
Henry Krieger,Curtain Call,1341
Henry Krieger,Listen,1506
Henry Krieger,Dreamgirls,1200
Henry Krieger,Love You I Do,1771
Henry Krieger,Side Show: The Devil You Know - Voice,1856
Mazzy Star,Fade Into You,34652869
Mazzy Star,Halah,7632354
Mazzy Star,Blue Light,6682201
Mazzy Star,Into Dust,4119007
Mazzy Star,Look on Down From the Bridge,4617281
Mazzy Star,Be My Angel,5452773
Mazzy Star,"Cry, Cry",3309166
Mazzy Star,Five String Serenade,2698814
Mazzy Star,Bells Ring,2392243
Mazzy Star,Give You My Lovin,2749057
Japanese Breakfast,Be Sweet,8251618
Japanese Breakfast,"Kokomo, IN",5479143
Japanese Breakfast,Boyish,4273643
Japanese Breakfast,Road Head,2921990
Japanese Breakfast,Posing in Bondage,3051256
Japanese Breakfast,Everybody Wants To Love You,3173080
Japanese Breakfast,Paprika,3371934
Japanese Breakfast,Slide Tackle,2203481
Japanese Breakfast,Savage Good Boy,2017885
Japanese Breakfast,Diving Woman,1612398
The Radio Dept.,Sleeping In,2640475
The Radio Dept.,Pulling Our Weight,2447286
The Radio Dept.,Always A Relief,1373213
The Radio Dept.,Heaven's On Fire,1918122
The Radio Dept.,I Wanted You To Feel The Same,1523917
The Radio Dept.,Keen on Boys,1317433
The Radio Dept.,Pet Grief,1128464
